,release_date,danceability,energy,loudness,acousticness,instrumentalness,valence,rock,pop,dance pop,classic rock,classical,rap,hip hop,modern rock,mellow gold,album rock,permanent wave,pop rap
20315,2006,0.319,0.757,-6.117000000000001,0.016,0.0,0.1009999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40497,2006,0.537,0.502,-8.406,0.44,0.0709,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34135,1984,0.482,0.617,-12.931,0.00543,0.000146,0.718,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35122,1985,0.511,0.942,-10.407,0.174,1.87e-05,0.498,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4769,2013,0.8590000000000001,0.599,-5.254,0.000362,8.2e-06,0.319,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
30043,2017,0.606,0.652,-6.982,0.3229999999999999,0.0,0.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26091,2009,0.5329999999999999,0.955,-3.708,0.000165,1.36e-05,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7102,2018,0.8109999999999999,0.797,-5.428,0.0617,0.0,0.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3771,2014,0.589,0.621,-6.902,0.00969,0.00104,0.401,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35811,2021,0.586,0.474,-9.21,0.3339999999999999,0.0,0.146,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18323,2018,0.409,0.6779999999999999,-7.731,0.359,4.76e-06,0.168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43047,2017,0.365,0.273,-16.526,0.94,0.431,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19231,2006,0.757,0.892,-5.321000000000001,0.178,4.19e-05,0.936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6751,1991,0.5720000000000001,0.721,-8.959,0.187,7.41e-06,0.8440000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
12200,2020,0.5589999999999999,0.31,-10.445,0.8809999999999999,0.0,0.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,2020,0.557,0.565,-6.12,0.2289999999999999,3.9e-06,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5624,2020,0.643,0.667,-6.992999999999999,0.0433,0.0,0.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18414,2013,0.539,0.414,-9.156,0.253,1.3e-06,0.123,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41011,2000,0.61,0.926,-4.843,0.031,0.0012,0.861,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42512,2003,0.762,0.745,-7.426,0.2019999999999999,3.05e-05,0.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33243,2015,0.3929999999999999,0.487,-6.348,0.2289999999999999,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13199,1997,0.804,0.8009999999999999,-4.892,0.275,3.289999999999999e-05,0.826,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20478,2010,0.461,0.267,-8.514,0.8340000000000001,2.03e-05,0.481,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37811,2004,0.7509999999999999,0.731,-4.419,0.0838,0.0,0.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34494,2018,0.691,0.306,-15.651,0.632,0.479,0.62,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5016,2020,0.846,0.748,-3.512,0.188,0.0,0.597,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14924,2021,0.755,0.497,-8.838,0.482,0.0,0.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7568,2020,0.76,0.772,-4.529,0.42,4.89e-06,0.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2928,1991,0.5429999999999999,0.912,-10.71,0.00162,2.1e-06,0.836,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1261,2017,0.657,0.562,-8.6,0.54,0.00143,0.7040000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10033,2014,0.421,0.7909999999999999,-4.998,0.0117,1.4800000000000002e-05,0.499,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43039,2020,0.612,0.884,-4.113,0.0759,0.00132,0.679,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13355,2018,0.6890000000000001,0.516,-5.857,0.513,0.0,0.209,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5226,2020,0.667,0.583,-5.127000000000001,0.231,4.48e-05,0.187,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26214,2020,0.7440000000000001,0.866,-4.834,0.0107,0.0537,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44168,2013,0.7659999999999999,0.519,-7.355,0.098,0.0,0.612,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3037,2011,0.579,0.758,-7.08,0.0731,0.00292,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13168,2013,0.679,0.645,-7.777,0.0518,0.0,0.203,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
27869,2021,0.5429999999999999,0.529,-8.919,0.00872,0.0484,0.4529999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20629,2019,0.429,0.371,-9.017,0.546,5.71e-06,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17191,1995,0.622,0.8290000000000001,-5.547999999999999,0.11,0.0,0.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10772,2020,0.773,0.6679999999999999,-4.254,0.374,0.0,0.741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20116,2018,0.715,0.574,-6.236000000000001,0.373,0.0,0.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15154,2018,0.804,0.535,-8.603,0.486,0.0,0.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39610,1992,0.606,0.706,-9.665,0.362,0.0,0.8190000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10503,2005,0.846,0.482,-6.721,0.0246,0.0,0.212,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6967,2009,0.569,0.6920000000000001,-4.683,0.0167,3.78e-05,0.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35863,1997,0.8809999999999999,0.8740000000000001,-4.505,0.0175,1.14e-06,0.858,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5229,2015,0.6990000000000001,0.61,-9.308,0.511,2.31e-06,0.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17215,2021,0.6759999999999999,0.865,-2.899,0.0347,0.0004759999999999,0.3939999999999999,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29018,2021,0.489,0.867,-4.668,0.0205,0.0,0.55,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
13802,2001,0.523,0.828,-4.696000000000001,0.0136,0.0002549999999999,0.476,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10122,2011,0.545,0.649,-4.062,0.143,1.57e-05,0.297,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42444,2021,0.615,0.701,-4.257,0.00302,0.0,0.251,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39260,2020,0.865,0.792,-4.207,0.168,1.46e-05,0.562,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6391,2005,0.423,0.845,-3.509,0.143,5.07e-06,0.317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18250,2002,0.424,0.588,-5.455,0.0553,4.95e-06,0.193,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18291,2009,0.382,0.996,-4.119,0.00208,0.0,0.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20884,2015,0.727,0.599,-6.941,0.317,0.0,0.386,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
16145,1999,0.537,0.84,-4.626,0.2,2.15e-06,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37977,2019,0.445,0.492,-5.7170000000000005,0.036,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26816,2009,0.457,0.906,-2.278,0.249,0.0,0.54,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20259,2013,0.506,0.959,-5.263999999999999,0.084,0.000655,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35027,2019,0.627,0.456,-7.143,0.314,0.0,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19290,2019,0.544,0.8290000000000001,-2.84,0.107,0.0,0.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15624,2010,0.628,0.6920000000000001,-5.64,0.00244,0.0129,0.0963,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
39943,1982,0.797,0.872,-6.727,0.291,0.0,0.866,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19314,2016,0.596,0.8340000000000001,-4.308,0.0563,0.0,0.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20942,2013,0.657,0.574,-9.484,0.016,8.1e-05,0.211,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32885,2021,0.8909999999999999,0.835,-5.1610000000000005,0.0539,0.000128,0.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13466,2020,0.821,0.863,-3.159,0.00824,0.0,0.8740000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23907,1984,0.7290000000000001,0.989,-4.613,0.0102,4.45e-05,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39745,2019,0.474,0.489,-7.625,0.467,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4043,2011,0.594,0.946,-4.521,0.0869,0.0,0.397,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
23361,2016,0.654,0.623,-5.273,0.253,0.0,0.401,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11774,2020,0.747,0.573,-6.562,0.268,0.0,0.551,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15440,2020,0.863,0.633,-5.002,0.0118,0.0,0.545,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16315,2012,0.672,0.738,-7.045,0.0178,6.75e-05,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37708,2021,0.7440000000000001,0.8059999999999999,-7.327999999999999,0.416,0.367,0.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44770,2017,0.368,0.7959999999999999,-4.923,0.0157,0.0,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39301,2020,0.708,0.434,-12.522,0.831,0.019,0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41778,2021,0.7829999999999999,0.6809999999999999,-6.617999999999999,0.1639999999999999,0.0,0.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44462,2019,0.742,0.546,-7.694,0.172,0.38,0.868,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39309,2017,0.736,0.7509999999999999,-5.587999999999999,0.0381,0.0,0.8390000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32639,2018,0.607,0.45,-8.507,0.0663,1.12e-05,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8851,2015,0.733,0.408,-7.834,0.679,3.92e-05,0.291,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42452,2016,0.6679999999999999,0.725,-6.127000000000001,0.0102,0.000479,0.7290000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31495,1993,0.5760000000000001,0.526,-8.524,0.3229999999999999,2.01e-06,0.147,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41909,2002,0.363,0.129,-14.304,0.904,1.52e-06,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23769,2019,0.7390000000000001,0.85,-3.966,0.0272,0.0,0.883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27936,1988,0.8340000000000001,0.878,-9.484,0.0461,0.0,0.418,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
37495,2004,0.862,0.479,-9.199,0.0522,0.00126,0.925,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
23339,2021,0.6409999999999999,0.473,-9.068,0.406,2.14e-06,0.412,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6379,1984,0.583,0.905,-6.132000000000001,0.0984,0.0001899999999999,0.6459999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
39902,2005,0.787,0.799,-4.68,0.1889999999999999,0.0,0.835,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3665,2005,0.536,0.612,-5.847,0.119,0.0,0.57,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
14346,2007,0.895,0.6940000000000001,-4.384,0.176,0.0,0.632,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
16258,2017,0.826,0.188,-12.181,0.882,2.83e-06,0.205,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27978,2004,0.526,0.299,-13.797,0.941,0.0969999999999999,0.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39306,2020,0.726,0.371,-14.008,0.7240000000000001,0.00299,0.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13106,2019,0.596,0.8809999999999999,-5.228,0.153,0.0,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40247,2002,0.725,0.8029999999999999,-4.083,0.013,3.66e-05,0.4029999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9135,2017,0.5539999999999999,0.8420000000000001,-4.113,0.287,0.0,0.348,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23260,2001,0.797,0.75,-9.369,0.5329999999999999,0.108,0.74,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
29161,2003,0.622,0.818,-6.784,0.0831,0.0,0.8490000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31552,1998,0.5329999999999999,0.7829999999999999,-10.61,0.0116,0.0565,0.726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10551,1986,0.455,0.487,-7.112,0.114,2.43e-06,0.139,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15870,2021,0.6829999999999999,0.5710000000000001,-7.721,0.0335,0.0616,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17266,2010,0.598,0.713,-3.625,0.0207,0.000175,0.118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23455,2002,0.433,0.8540000000000001,-3.868,0.000336,0.000177,0.368,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11909,2008,0.7170000000000001,0.5870000000000001,-7.296,0.0192,0.0,0.544,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35078,2021,0.5429999999999999,0.902,-1.778,0.376,0.0,0.8390000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,2021,0.523,0.8959999999999999,-3.556,0.105,0.0,0.7290000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11433,1986,0.7829999999999999,0.836,-9.223,0.396,0.0236,0.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22072,2021,0.473,0.5920000000000001,-6.859,0.0528,0.0,0.292,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13857,2017,0.461,0.653,-8.617,0.158,0.0,0.588,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37754,2015,0.261,0.302,-8.19,0.769,2.57e-06,0.0883,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15877,2010,0.77,0.8959999999999999,-3.971,0.0539,0.0,0.964,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42124,2015,0.517,0.622,-3.536,0.174,0.0,0.4629999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14020,1988,0.531,0.514,-11.253,0.432,0.0,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6830,2005,0.452,0.928,-3.133,0.0007059999999999,0.000637,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13873,2005,0.625,0.877,-7.176,0.0315,0.0811,0.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3273,2019,0.516,0.745,-8.352,0.564,0.0,0.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15408,2006,0.308,0.873,-4.542,0.00022,0.000729,0.6859999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13595,2021,0.698,0.8909999999999999,-5.402,0.0741,2.9600000000000005e-05,0.8370000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42803,2019,0.562,0.6829999999999999,-4.427,0.00531,0.0,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27199,2009,0.753,0.931,-4.922,0.00994,0.0069599999999999,0.767,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36972,1992,0.308,0.866,-5.671,0.000739,0.00141,0.2269999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18896,2019,0.529,0.931,-1.538,0.00955,0.0,0.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5460,1989,0.742,0.61,-7.596,0.175,0.0,0.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22166,1991,0.633,0.846,-6.347,0.000819,0.00139,0.4479999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17217,2014,0.782,0.589,-7.37,0.0476,5.84e-06,0.8490000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37739,2020,0.73,0.792,-5.33,0.0264,0.0,0.745,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6388,2008,0.604,0.573,-7.803999999999999,0.289,0.0406,0.581,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9164,2021,0.653,0.927,-4.699,0.0352,4.47e-05,0.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10304,2010,0.606,0.497,-6.611000000000001,0.348,0.0,0.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22224,2018,0.28,0.821,-2.864,0.1669999999999999,0.0,0.254,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
42112,2018,0.759,0.492,-10.338,0.736,0.00989,0.561,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
44670,1991,0.262,0.777,-8.671,0.0109,0.113,0.264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35322,2015,0.607,0.466,-7.562,0.39,0.0,0.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6110,2002,0.845,0.768,-5.448,0.00733,5.04e-06,0.96,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43581,2007,0.5720000000000001,0.89,-4.138999999999999,0.00082,0.00937,0.765,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23602,2018,0.574,0.123,-13.959,0.894,0.0011099999999999,0.1169999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37169,2021,0.841,0.3939999999999999,-7.565,0.00656,0.0,0.583,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27663,2021,0.6920000000000001,0.642,-6.68,0.337,0.0,0.7020000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14783,2021,0.58,0.7879999999999999,-4.714,0.0123,1.84e-05,0.72,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37980,2001,0.51,0.917,-4.806,0.0054,0.000133,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5631,2003,0.455,0.858,-5.659,0.000616,0.000247,0.597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4277,1999,0.879,0.626,-6.343999999999999,0.205,6.07e-05,0.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24055,2016,0.542,0.72,-5.136,0.147,0.0,0.623,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35211,2017,0.606,0.24,-7.102,0.772,0.0,0.526,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24132,2019,0.778,0.6859999999999999,-6.516,0.539,0.00225,0.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23788,2021,0.7020000000000001,0.0474,-15.198,0.00516,1.22e-06,0.175,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28472,2018,0.375,0.574,-5.305,0.143,0.0,0.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13961,2001,0.386,0.677,-5.83,0.0084099999999999,0.00366,0.195,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22797,2021,0.741,0.725,-5.617999999999999,0.00715,0.0,0.5770000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4986,2021,0.85,0.444,-8.69,0.134,0.0,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30202,2021,0.654,0.792,-2.018,0.0978,0.0,0.172,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
27480,1999,0.782,0.589,-4.827,0.148,0.0,0.8690000000000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
13899,2019,0.54,0.821,-3.789,0.0397,0.0,0.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13677,2020,0.596,0.488,-10.769,0.9,2.7e-05,0.415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43152,2021,0.85,0.6579999999999999,-5.558,0.139,0.0,0.8320000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41736,1984,0.735,0.478,-12.472,0.1889999999999999,2.48e-06,0.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
37524,2019,0.574,0.58,-6.091,0.076,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
